list_position,jmdict_id,term,reading,frequency_rank,scope_band,previously_reviewed_5pct,previous_uncertain_fields,matched_frequency_word,matched_frequency_reading,match_kind,normalized_match,homograph_candidate_ids,homograph_ambiguous,high_priority,variant_count,review_group_count,review_field_count,example_field_count,all_variant_field_count,body_characters,representative_bank,representative_row_index_zero_based
187,1236900,教える,おしえる,200,已校对前5%,True,0,教える,おしえる,definition_variant,False,1236900,False,True,1,1,8,2,8,273,term_bank_21.json,454
188,2084840,年,ねん,201,已校对前5%,True,0,年,ねん,definition_variant,False,2084840,False,True,1,1,7,2,7,456,term_bank_103.json,1771
189,1003430,きっと,きっと,202,已校对前5%,True,0,きっと,きっと,definition_variant,False,1003430,False,True,4,2,30,2,60,551,term_bank_1.json,837
190,1548370,頼む,たのむ,203,已校对前5%,True,0,頼む,たのむ,definition_variant,False,1548370,False,True,3,1,15,3,45,332,term_bank_51.json,73
191,1188490,何も,なにも,204,已校对前5%,True,0,何も,なにも,definition_variant,False,1188490,False,True,2,1,15,2,30,480,term_bank_16.json,1155
192,1289370,今度,こんど,205,已校对前5%,True,0,今度,こんど,definition_variant,False,1289370,False,True,1,1,12,3,12,397,term_bank_26.json,472
193,1304970,仕事,しごと,206,已校对前5%,True,0,仕事,しごと,definition_variant,False,1304970,False,True,1,1,11,1,11,226,term_bank_27.json,1406
194,1307770,子,こ,207,已校对前5%,True,0,子,こ,definition_variant,False,1307770,False,True,2,2,56,8,56,1745,term_bank_27.json,1924
195,1360930,心配,しんぱい,209,已校对前5%,True,0,心配,しんぱい,definition_variant,False,1360930,False,True,1,1,11,2,11,218,term_bank_33.json,113
196,2827864,なんで,なんで,210,已校对前5%,True,0,なんで,なんで,definition_variant,False,2827864,False,False,2,1,16,1,32,375,term_bank_175.json,1545
197,1505990,しかし,しかし,211,已校对前5%,True,0,しかし,しかし,definition_variant,False,1505990,False,True,3,1,3,1,9,88,term_bank_47.json,157
198,1523060,本当,ほんとう,212,已校对前5%,True,0,本当,ほんとう,definition_variant,False,1523060,False,True,2,1,14,1,28,208,term_bank_48.json,1217
199,2055530,だが,だが,213,已校对前5%,True,0,だが,だが,definition_variant,False,2055530,False,True,1,1,7,1,7,138,term_bank_101.json,84
200,1154340,くらい,くらい,214,已校对前5%,True,0,くらい,くらい,definition_variant,False,1154340,False,True,2,1,11,0,22,183,term_bank_13.json,349
201,1315840,時,とき,215,已校对前5%,True,0,時,とき,definition_variant,False,1315840,False,True,3,2,30,4,45,693,term_bank_28.json,1515
202,1352130,上,うえ,216,已校对前5%,True,0,上,うえ,definition_variant,False,1352130,False,True,1,1,55,8,55,1345,term_bank_32.json,399
203,1591430,気持ち,きもち,217,已校对前5%,True,0,気持ち,きもち,definition_variant,False,1591430,False,True,2,2,30,0,30,325,term_bank_56.json,804
204,1378520,生きる,いきる,218,已校对前5%,True,0,生きる,いきる,definition_variant,False,1378520,False,True,2,1,11,1,22,250,term_bank_34.json,1533
205,1259210,見せる,みせる,219,已校对前5%,True,0,見せる,みせる,definition_variant,False,1259210,False,True,1,1,22,3,22,892,term_bank_23.json,887
206,1401000,相手,あいて,220,已校对前5%,True,0,相手,あいて,definition_variant,False,1401000,False,True,1,1,10,3,10,414,term_bank_37.json,193
207,1004310,こう,こう,221,已校对前5%,True,0,こう,こう,definition_variant,False,1004310;2079550,True,True,2,1,16,1,32,468,term_bank_1.json,1034
208,2079550,こう,こう,221,已校对前5%,True,0,こう,こう,definition_variant,False,1004310;2079550,True,False,5,1,1,0,5,75,term_bank_103.json,694
209,2823770,ではない,ではない,222,已校对前5%,True,0,ではない,ではない,definition_variant,False,2823770,False,True,1,1,4,1,4,145,term_bank_173.json,1334
210,1005180,さっき,さっき,223,已校对前5%,True,0,さっき,さっき,definition_variant,False,1005180,False,True,2,1,5,1,10,183,term_bank_1.json,1234
211,2607690,よし,よし,225,已校对前5%,True,0,よし,よし,definition_variant,False,2607690,False,True,3,2,16,4,24,410,term_bank_152.json,1095
212,1465610,入れる,いれる,226,已校对前5%,True,0,入れる,いれる,definition_variant,False,1465610,False,True,2,2,64,8,64,1745,term_bank_43.json,727
213,1416840,誰か,だれか,227,已校对前5%,True,0,誰か,だれか,definition_variant,False,1416840,False,True,1,1,3,1,3,88,term_bank_38.json,1272
214,2683060,なんです,なんです,228,已校对前5%,True,0,なんです,なんです,definition_variant,False,2683060,False,True,2,2,10,4,10,780,term_bank_159.json,1999
215,1008920,どういう,どういう,229,已校对前5%,True,0,どういう,どういう,definition_variant,False,1008920,False,True,2,1,4,1,8,102,term_bank_1.json,1978
216,1463770,日,ひ,230,已校对前5%,True,0,日,ひ,definition_variant,False,1463770,False,True,1,1,20,5,20,739,term_bank_43.json,450
217,1396130,全部,ぜんぶ,232,已校对前5%,True,0,全部,ぜんぶ,definition_variant,False,1396130,False,True,1,1,5,1,5,102,term_bank_36.json,1098
218,1247250,君,きみ,233,已校对前5%,True,0,君,きみ,definition_variant,False,1247250,False,True,2,1,12,1,24,297,term_bank_22.json,407
219,1293810,最後,さいご,235,已校对前5%,True,0,最後,さいご,definition_variant,False,1293810,False,True,1,1,14,2,14,531,term_bank_26.json,1212
220,1355850,場所,ばしょ,236,已校对前5%,True,0,場所,ばしょ,definition_variant,False,1355850,False,True,1,1,9,1,9,137,term_bank_32.json,1120
221,1510790,変わる,かわる,237,已校对前5%,True,0,変わる,かわる,definition_variant,False,1510790,False,True,2,2,28,6,28,1291,term_bank_47.json,969
222,1236070,強い,つよい,239,已校对前5%,True,0,強い,つよい,definition_variant,False,1236070,False,True,1,1,31,3,31,580,term_bank_21.json,310
223,1326980,取る,とる,240,已校对前5%,True,0,取る,とる,definition_variant,False,1326980,False,True,1,1,83,17,83,2515,term_bank_29.json,1739
224,1000590,あんな,あんな,241,已校对前5%,True,0,あんな,あんな,definition_variant,False,1000590,False,True,1,1,11,1,11,537,term_bank_1.json,99
225,1007400,だったら,だったら,242,已校对前5%,True,0,だったら,だったら,definition_variant,False,1007400,False,True,1,1,3,1,3,165,term_bank_1.json,1691
226,1363540,まさか,まさか,243,已校对前5%,True,0,まさか,まさか,definition_variant,False,1363540,False,True,2,1,21,1,42,429,term_bank_33.json,642
227,1344930,女,おんな,244,已校对前5%,True,0,女,おんな,definition_variant,False,1344930,False,True,1,1,9,1,9,215,term_bank_31.json,1031
228,1450330,逃げる,にげる,245,已校对前5%,True,0,逃げる,にげる,definition_variant,False,1450330,False,True,2,1,23,3,46,785,term_bank_41.json,1627
229,1264540,言葉,ことば,246,已校对前5%,True,0,言葉,ことば,definition_variant,False,1264540,False,True,4,2,38,6,76,917,term_bank_23.json,1919
230,1487660,必要,ひつよう,247,已校对前5%,True,0,必要,ひつよう,definition_variant,False,1487660,False,True,2,1,10,2,20,355,term_bank_45.json,846
231,1483150,彼女,かのじょ,249,已校对前5%,True,0,彼女,かのじょ,definition_variant,False,1483150,False,True,1,1,7,2,7,280,term_bank_45.json,65
232,2143350,かも,かも,250,已校对前5%,True,0,かも,かも,definition_variant,False,2143350,False,True,1,1,7,1,7,277,term_bank_109.json,1626
233,1531710,名前,なまえ,251,已校对前5%,True,0,名前,なまえ,definition_variant,False,1531710,False,True,1,1,6,2,6,261,term_bank_49.json,796
234,1405800,続ける,つづける,252,已校对前5%,True,0,続ける,つづける,definition_variant,False,1405800,False,True,1,1,7,1,7,176,term_bank_37.json,1187
235,1342550,初めて,はじめて,254,已校对前5%,True,0,初めて,はじめて,definition_variant,False,1342550,False,True,3,1,10,2,30,486,term_bank_31.json,559
236,1221520,気,き,255,已校对前5%,True,0,気,き,definition_variant,False,1221520,False,True,2,2,92,12,92,3109,term_bank_19.json,1476
237,1000730,いけない,いけない,256,已校对前5%,True,0,いけない,いけない,definition_variant,False,1000730,False,True,1,1,27,4,27,788,term_bank_1.json,115
238,1606560,分かる,わかる,257,已校对前5%,True,0,分かる,わかる,definition_variant,False,1606560,False,True,4,2,32,4,64,872,term_bank_59.json,482
239,1188760,いつ,いつ,259,已校对前5%,True,0,いつ,いつ,definition_variant,False,1188760,False,True,2,1,6,1,12,128,term_bank_16.json,1213
240,1530970,無理,むり,260,已校对前5%,True,0,無理,むり,definition_variant,False,1530970,False,True,2,2,36,2,36,658,term_bank_49.json,673
241,1451210,動く,うごく,261,已校对前5%,True,0,動く,うごく,definition_variant,False,1451210,False,True,1,1,23,2,23,492,term_bank_41.json,1783
242,1005110,さあ,さあ,262,已校对前5%,True,0,さあ,さあ,definition_variant,False,1005110,False,True,2,2,54,2,54,929,term_bank_1.json,1225
243,1415000,大変,たいへん,263,已校对前5%,True,0,大変,たいへん,definition_variant,False,1415000,False,True,2,1,19,3,38,578,term_bank_38.json,916
244,1004410,こそ,こそ,264,已校对前5%,True,0,こそ,こそ,definition_variant,False,1004410,False,True,1,1,23,4,23,883,term_bank_1.json,1048
245,1205770,確かに,たしかに,266,已校对前5%,True,0,確かに,たしかに,definition_variant,False,1205770,False,False,2,2,6,2,6,170,term_bank_18.json,377
246,1409140,体,からだ,267,已校对前5%,True,0,体,からだ,definition_variant,False,1409140,False,True,5,2,26,4,65,790,term_bank_37.json,1753
247,1585410,まま,まま,268,已校对前5%,True,0,まま,まま,definition_variant,False,1585410,False,True,7,3,57,15,133,2340,term_bank_55.json,523
248,1012500,もし,もし,269,已校对前5%,True,0,もし,もし,definition_variant,False,1012500;2607730,True,True,2,1,5,1,10,141,term_bank_2.json,709
249,2607730,もし,もし,269,已校对前5%,True,0,もし,もし,definition_variant,False,1012500;2607730,True,False,1,1,1,0,1,49,term_bank_152.json,1104
250,1206050,覚える,おぼえる,270,已校对前5%,True,0,覚える,おぼえる,definition_variant,False,1206050,False,True,2,1,15,3,30,460,term_bank_18.json,419
251,1593480,怖い,こわい,271,已校对前5%,True,0,怖い,こわい,definition_variant,False,1593480,False,True,2,2,10,2,10,262,term_bank_56.json,1504
252,1499320,部屋,へや,272,已校对前5%,True,0,部屋,へや,definition_variant,False,1499320,False,True,1,1,9,2,9,166,term_bank_46.json,883
253,1373860,世界,せかい,273,已校对前5%,True,0,世界,せかい,definition_variant,False,1373860,False,True,1,1,12,1,12,225,term_bank_34.json,714
254,1483160,あいつ,あいつ,275,已校对前5%,True,0,あいつ,あいつ,definition_variant,False,1483160,False,True,2,1,7,1,14,118,term_bank_45.json,66
255,1582310,頭,あたま,276,已校对前5%,True,0,頭,あたま,definition_variant,False,1582310,False,True,2,1,25,3,50,704,term_bank_54.json,1647
256,1360480,心,こころ,278,已校对前5%,True,0,心,こころ,definition_variant,False,1360480,False,True,1,1,5,1,5,168,term_bank_33.json,19
257,1725390,このまま,このまま,279,已校对前5%,True,0,このまま,このまま,definition_variant,False,1725390,False,False,3,2,14,2,21,299,term_bank_70.json,1971
258,1212260,感じる,かんじる,280,已校对前5%,True,0,感じる,かんじる,definition_variant,False,1212260,False,True,1,1,10,1,10,242,term_bank_18.json,1720
259,2834812,ぜ,ぜ,281,已校对前5%,True,0,ぜ,ぜ,definition_variant,False,2834812,False,True,1,1,4,0,4,183,term_bank_182.json,1105
260,1156800,意味,いみ,282,已校对前5%,True,0,意味,いみ,definition_variant,False,1156800,False,True,1,1,4,1,4,86,term_bank_13.json,779
261,1232870,許す,ゆるす,285,已校对前5%,True,0,許す,ゆるす,definition_variant,False,1232870,False,True,1,1,27,2,27,739,term_bank_20.json,1788
262,2395490,なのに,なのに,286,已校对前5%,True,0,なのに,なのに,definition_variant,False,2395490,False,False,1,1,9,1,9,332,term_bank_133.json,185
263,1554820,力,ちから,287,已校对前5%,True,0,力,ちから,definition_variant,False,1554820,False,True,1,1,36,5,36,828,term_bank_51.json,1319
264,1010240,ばかり,ばかり,288,已校对前5%,True,0,ばかり,ばかり,definition_variant,False,1010240,False,True,6,3,66,9,132,2157,term_bank_2.json,214
265,1473740,買う,かう,289,已校对前5%,True,0,買う,かう,definition_variant,False,1473740,False,True,1,1,20,3,20,667,term_bank_44.json,153
266,1189130,どうぞ,どうぞ,290,已校对前5%,True,0,どうぞ,どうぞ,definition_variant,False,1189130,False,True,1,1,18,3,18,556,term_bank_16.json,1293
267,1359040,信じる,しんじる,292,已校对前5%,True,0,信じる,しんじる,definition_variant,False,1359040,False,True,1,1,6,1,6,151,term_bank_32.json,1719
268,1382370,昔,むかし,293,已校对前5%,True,0,昔,むかし,definition_variant,False,1382370,False,True,1,1,9,1,9,235,term_bank_35.json,438
269,2026790,しかない,しかない,294,已校对前5%,True,0,しかない,しかない,definition_variant,False,2026790,False,True,1,1,12,3,12,453,term_bank_98.json,286
270,1254180,決める,きめる,295,已校对前5%,True,0,決める,きめる,definition_variant,False,1254180,False,True,3,3,87,3,87,2084,term_bank_22.json,1921
271,1293990,最初,さいしょ,297,已校对前5%,True,0,最初,さいしょ,definition_variant,False,1293990,False,True,1,1,5,1,5,123,term_bank_26.json,1243
272,1307550,始める,はじめる,299,已校对前5%,True,0,始める,はじめる,definition_variant,False,1307550,False,True,2,2,28,6,28,981,term_bank_27.json,1882
273,1169870,飲む,のむ,300,已校对前5%,True,0,飲む,のむ,definition_variant,False,1169870,False,True,3,2,44,2,66,1208,term_bank_14.json,1328
274,2851029,じゃ,じゃ,301,已校对前5%,True,0,じゃ,じゃ,definition_variant,False,1005900;2851029,True,False,1,1,7,1,7,239,term_bank_197.json,1598
275,1215230,間,あいだ,302,已校对前5%,True,0,間,あいだ,definition_variant,False,1215230,False,True,2,2,52,16,52,1930,term_bank_19.json,244
276,2036870,お願い,おねがい,303,已校对前5%,True,0,お願い,おねがい,definition_variant,False,2036870,False,True,1,1,8,2,8,277,term_bank_99.json,304
277,1008860,言える,いえる,304,已校对前5%,True,0,言える,いえる,definition_variant,False,1008860,False,False,2,1,7,1,14,230,term_bank_1.json,1967
278,1207240,楽しい,たのしい,306,已校对前5%,True,0,楽しい,たのしい,definition_variant,False,1207240,False,True,2,1,6,1,12,115,term_bank_18.json,672
279,1327120,守る,まもる,307,已校对前5%,True,0,守る,まもる,definition_variant,False,1327120,False,True,2,1,10,2,20,306,term_bank_29.json,1767
280,1483070,彼,かれ,308,已校对前5%,True,0,彼,かれ,definition_variant,False,1483070,False,True,1,1,8,3,8,320,term_bank_45.json,56
281,1343950,書く,かく,310,已校对前5%,True,0,書く,かく,definition_variant,False,1343950,False,True,1,1,7,1,7,162,term_bank_31.json,825
282,1322990,者,もの,311,已校对前5%,True,0,者,もの,definition_variant,False,1322990,False,True,2,1,3,1,6,122,term_bank_29.json,987
283,1509480,別に,べつに,312,已校对前5%,True,0,別に,べつに,definition_variant,False,1509480,False,True,1,1,10,2,10,302,term_bank_47.json,754
284,1329590,受ける,うける,313,已校对前5%,True,0,受ける,うける,definition_variant,False,1329590,False,True,5,5,190,20,190,5968,term_bank_30.json,266
285,1155120,以上,いじょう,315,已校对前5%,True,0,以上,いじょう,definition_variant,False,1155120,False,True,2,2,54,12,54,2354,term_bank_13.json,490
286,1344410,助ける,たすける,316,已校对前5%,True,0,助ける,たすける,definition_variant,False,1344410,False,True,7,3,45,9,105,1369,term_bank_31.json,938
287,1421850,置く,おく,317,已校对前5%,True,0,置く,おく,definition_variant,False,1421850,False,True,1,1,25,6,25,1178,term_bank_39.json,347
288,1223640,起きる,おきる,318,已校对前5%,True,0,起きる,おきる,definition_variant,False,1223640,False,True,1,1,12,3,12,379,term_bank_20.json,63
289,1351360,笑う,わらう,319,已校对前5%,True,0,笑う,わらう,definition_variant,False,1351360,False,True,2,1,11,3,22,343,term_bank_32.json,261
290,1008430,ですから,ですから,320,已校对前5%,True,0,ですから,ですから,definition_variant,False,1008430,False,True,1,1,9,1,9,306,term_bank_1.json,1895
291,1304510,残る,のこる,321,已校对前5%,True,0,残る,のこる,definition_variant,False,1304510,False,True,2,1,3,1,6,78,term_bank_27.json,1291
292,1387990,先生,せんせい,322,已校对前5%,True,0,先生,せんせい,definition_variant,False,1387990,False,True,1,1,10,2,10,409,term_bank_35.json,1592
293,1360010,寝る,ねる,324,已校对前5%,True,0,寝る,ねる,definition_variant,False,1360010,False,True,2,1,12,3,24,518,term_bank_32.json,1886
